user,text,place,created_at
RFKFREAK,ICE agents using an intimidation tactic by asking if the person knows the law and backs away when his tactic doesn'? https://t.co/OMNYEC2yFq,"New York, USA",Wed Mar 27 18:53:59 +0000 2019
??Yevonne Cantwell,I think this is appropriate right about now....@BTS_twt  #DearNamjoon  #MapOfTheSoulPersona https://t.co/79csgWPw7Z,"New York, USA",Wed Mar 27 18:54:08 +0000 2019
TrueTrapper,"Ex-Minister Abyzov arrested on charges of fraud,creating organized crime network .. between April 2011 and November? https://t.co/HNtzPWfVQK","Nova Iorque, USA",Wed Mar 27 18:54:09 +0000 2019
Cyn,"When you realize its time for a nail appt ??
.
.
Using fav Vegan Lip Balm by @HurrawBalm 
.
.
Hair by @deannaxhair ??? https://t.co/Vn1HQub8be","New York, USA",Wed Mar 27 18:54:08 +0000 2019
TMJ-OTT Acct. Jobs,"Accountemps is hiring in #Ottawa, ON! Click the link in our bio to apply: Accounts Payable Clerk #Accounting","Ottawa, Ontario",Wed Mar 27 18:54:19 +0000 2019
idris munder abidia,Get in to the habit of asking yourself: ?does this support the life I?m trying to create?,"Ottawa, Ontario",Wed Mar 27 18:54:38 +0000 2019
Dennis Short,"@Aquaryte @pam_brundige They have nothing that I care
to hear. Why would I, already know their mentality and tactics.","New York, USA",Wed Mar 27 18:54:51 +0000 2019
GRI Club Latam,O keynote speaker @wayneberger (@IWG_plc) fala agora no Latin America GRI 2019 sobre o futuro do setor de real esta? https://t.co/frwpoeGGCh,"New York, USA",Wed Mar 27 18:54:53 +0000 2019
Chef Spidey,@AirPlantGifts He?ll come anytime I tap the patio door with my ring and yell ?Lil Dude? ..??,"Ottawa, Ontario",Wed Mar 27 18:54:54 +0000 2019
Nate Wallace ????,@ChrisGloverMPP @maritstiles @CFSON @CSA_ON Nice ??,"Ottawa, Ontario",Wed Mar 27 18:54:55 +0000 2019
Maureen Cunningham,In other (great) news... https://t.co/sR8V9jGKRZ #OdysseyoftheMind,"New York, USA",Wed Mar 27 18:54:55 +0000 2019
Under the Radar,@Ez4u2say_Janis Jason Kenny can fuck right off. He forgets women vote.,Canada,Wed Mar 27 18:55:10 +0000 2019
WestminsterLax,Congratulations to Walker Stevens ?19 and Will Lynch ?20 who will join Bear Lockshin ?19 and Souley Ballo ?19 as Ca? https://t.co/2UAtttNdkp,"New York, USA",Wed Mar 27 18:55:13 +0000 2019
Chef Spidey,@AirPlantGifts Belly scratches for him next time.. which is in about 3 minutes..??,"Ottawa, Ontario",Wed Mar 27 18:55:54 +0000 2019
Alaa Bukhari ??,????? ??? ???? ?? ?? ???? ?????,"New York, USA",Wed Mar 27 18:56:01 +0000 2019
GRI Club Latam,O keynote speaker @wayneberger (@IWG_plc) fala agora no Latin America GRI 2019 sobre o futuro do setor de real esta? https://t.co/sPKRs5IDTT,"New York, USA",Wed Mar 27 18:56:06 +0000 2019
Ryan Curtis,Very fortunate to work with this group.,"New York, USA",Wed Mar 27 18:56:27 +0000 2019
Peter Tenute,@CanadiensMTL Have a speedy recovery Paul. #thetenutefamily.,"Ottawa, Ontario",Wed Mar 27 18:56:28 +0000 2019
.,i want her riding my dick while she slapping the dog shit outta me ????,"New York, USA",Wed Mar 27 18:56:29 +0000 2019
Bright Light x2,@benrusm @MariahCarey @ClubCumming @romymichelenyc I do,"New York, USA",Wed Mar 27 18:57:01 +0000 2019
Shawn Silverman,"Hatley Spring/Summer 2019 Footwear, Apparel, and Accessories! See https://t.co/9uf56wRvpz for details and how to en? https://t.co/uRVeDKdb2y",Kiddie Kobbler,Wed Mar 27 18:57:03 +0000 2019
Creator Code: Zuniga,@Tiger_Tttv Bro lmk if you?re down I?m so done I?ll make a new account and everything lmfao I forgot all my old info,"New York, USA",Wed Mar 27 18:57:04 +0000 2019
danny,@quenblackwell That scream could power a small village,"New York, USA",Wed Mar 27 18:57:04 +0000 2019
Dennis Short,"@ProudResister @Resist4Justice That maybe but they are open
to receiving the bs.","New York, USA",Wed Mar 27 18:57:05 +0000 2019
NotMyPresident,"@TrickFreee @BillClinton Yes and the entire Starr report was released, including Tapes, who incidentally are availa? https://t.co/7vqBvJ7ihu","New York, USA",Wed Mar 27 18:57:10 +0000 2019
Creator Code: Zuniga,@BryanKnockout @ItsHydraSZN Omar tryna come for your chuntop,"New York, USA",Wed Mar 27 18:57:31 +0000 2019
hern?n el andaluz ??????,"nobody: h-
@send2gabby and i: a bleaching, literally a bleaching.","Ottawa, Ontario",Wed Mar 27 18:57:31 +0000 2019
Syeda Aliya Ahmad,"@cutesatan @UdarOfficial ???? ???? ?? ???? ???? ???? ????????
????? ?? ???? ???? ????????????? ??? ?? ???? ??? ??? https://t.co/ruV6GSyqAl",Canada,Wed Mar 27 18:57:37 +0000 2019
Dylan Hempstead,Continuing off my last tweet.... @TheDHemps97 .... OSWEGO CAN'T HANDLE THE SMOKE https://t.co/m48PdCnhSH,"New York, USA",Wed Mar 27 18:57:46 +0000 2019
Kate Pierce,@ayyynne Oh??????,"New York, USA",Wed Mar 27 18:57:51 +0000 2019
Hi! I'm Penny,@suburbanitis A man walks in and gets served. A woman at the same time is ignored. I wasn't there so this may be co? https://t.co/xIet66yX4p,"New York, USA",Wed Mar 27 18:58:12 +0000 2019
Luis Robles,@realDonaldTrump @GreggJarrett I just expect the Deplorable Democrats who build this hoax can bring to justice for interference with the law,"New York, USA",Wed Mar 27 18:58:24 +0000 2019
Dale Smith,"@robert_hiltz @tylerrdawson A combination of ?look over here, NOT over there? and playing against the federal government.",Ottawa - Gatineau,Wed Mar 27 18:58:28 +0000 2019
Nicole Becker,@KrystleNoel1128 https://t.co/WsLaPhTmTt,"New York, USA",Wed Mar 27 18:58:30 +0000 2019
Dennis Short,@starr_abel Queen yes.,"New York, USA",Wed Mar 27 18:58:34 +0000 2019
Barbara Klar,"#wrapped in metal #Repost @FranckKadoche with get_repost
???
New Sculpture ? Bound ?
? J? ai failli baisser les bra? https://t.co/JOm25YN6Oq","New York, USA",Wed Mar 27 18:58:48 +0000 2019
Dale Demamp,"Currently using a truck tire as a steam roller, work smarter not harder","New York, USA",Wed Mar 27 18:58:54 +0000 2019
Nicole Becker,@KrystleNoel1128 @DanyelReneeBB ?????? we need a stronger than like button,"New York, USA",Wed Mar 27 18:59:00 +0000 2019
charlene carr,@KAYLEEBURRIS Ok,"New York, USA",Wed Mar 27 18:59:30 +0000 2019
Trevor Battle,@michaelnugent @ShoshinZen @ALL_CAPS @psyoureanidiot Not the MBPr. I did get a $7 Ethernet dongle that works only i? https://t.co/Xe1LOtghIu,"Ottawa, Ontario",Wed Mar 27 18:59:40 +0000 2019
Ms Julia Epiphany,here's the preview ?? https://t.co/GJiGpNiD77,Canada,Wed Mar 27 18:59:43 +0000 2019
Nancy mayo,@Susanbartlett12 Don?t,"South Dundas, Ontario",Wed Mar 27 18:59:47 +0000 2019
Charles Wilson,@Jordankamil32 @DevinGriffo I peep my dark hand right there I remember it ????,"New York, USA",Wed Mar 27 19:00:04 +0000 2019
.,ayooo ????????,"New York, USA",Wed Mar 27 19:00:05 +0000 2019
Fake @senators fan.,"@VentiMochaTRex @EdBrown19 Same, but the pickles","Ottawa, Ontario",Wed Mar 27 19:00:18 +0000 2019
Chef Spidey,@AirPlantGifts Belly scratches .... https://t.co/UWyvRAkq1B,"Ottawa, Ontario",Wed Mar 27 19:00:18 +0000 2019
Sandra Naufal,"So glad to support @LBPearsonOCSB today. What a warm, welcoming and caring environment. The students were so polite? https://t.co/S2cZ6VD2bs","Ottawa, Ontario",Wed Mar 27 19:00:21 +0000 2019
TrueTrapper,"See MacQuisition, our #Mac #forensic #tool, in action as the first and only solution to produce a #decrypted? https://t.co/4uDP4sann0","Nova Iorque, USA",Wed Mar 27 19:00:25 +0000 2019
Workshop Dance,"To avoid confusion, #Aerobics is tonight at 6:30 p.m. as it always is, so I'm not sure why people are confused... h? https://t.co/RwUNCxkiZz","North Grenville, Ontario",Wed Mar 27 19:00:28 +0000 2019
d0miniQue?,"Why does my right eye, always come out better then my left eye O.o","New York, USA",Wed Mar 27 19:00:31 +0000 2019
The Pearson Centre,@wewap @GabrielleFayant @CBCNews Gabrielle Fayant is an important young Indigenous leader who speaks truth to all a? https://t.co/jZmveuJNRl,"Ottawa, Ontario",Wed Mar 27 19:00:44 +0000 2019
Chef Spidey,"@AirPlantGifts He?ll only come for my voice, but he will eat out of anyone?s hand provided he sees me at the same time..","Ottawa, Ontario",Wed Mar 27 19:00:59 +0000 2019
Syeda Aliya Ahmad,"@cutesatan @UdarOfficial Mr Azhar you ??wrote this&amp;then deleted it,Why?
????? ????? ??? ?? ??? ???? ?????????? ?????? https://t.co/L8Pn8kPQ8d",Canada,Wed Mar 27 19:01:08 +0000 2019
JeanMichel leTennier,"""CONTROLLED opposition""  they make me laugh... they truly take everyone to be IDIOTS...","New York, USA",Wed Mar 27 19:01:10 +0000 2019
Michele Austin,@KevFKane Whatever works! Go STEM.,"Ottawa, Ontario",Wed Mar 27 19:01:12 +0000 2019
TheRealChrisJulian????????????,"Met a celebrity at Poutine Fest today, the GeeGees mascot! @ uOttawa https://t.co/xkHCinUrRP","Ottawa, Ontario",Wed Mar 27 19:01:14 +0000 2019
A??N??D??R??E??A??S,"When you?re dead inside but you still wanna feel pretty.
.
.
My cat immediately reminded my why I don?t keep live p? https://t.co/o2rbjEcXv9","New York, USA",Wed Mar 27 19:01:18 +0000 2019
The Angry Goat Pub,Two Roads Road 2 Ruin on tap now. https://t.co/qq0PUqXU9r @2roadsbrewing #BeerMenus,"New York, USA",Wed Mar 27 19:01:24 +0000 2019
Sens Guy Nick,@CaMoDuff Legend.,"Ottawa, Ontario",Wed Mar 27 19:01:26 +0000 2019
Nicole Becker,@SalSports Awesome so basically I should never celebrate ever ??????,"New York, USA",Wed Mar 27 19:01:26 +0000 2019
NotMyPresident,"@MGR31205 @mkraju He did.
With Flynn for instance.
Flynn has committed a crime, and he wanted Comey to stop investigating.","New York, USA",Wed Mar 27 19:01:27 +0000 2019
charlene carr,@ida_skibenes Vote HimOUT,"New York, USA",Wed Mar 27 19:01:28 +0000 2019
511 New York,Special Event on #VerrazanonarrowsBridge WB at Staten Island Bound Upper Level https://t.co/Cvb1YTbKEb,"New York, USA",Wed Mar 27 19:01:32 +0000 2019
The Angry Goat Pub,Two Roads Lil' Heaven on tap now. https://t.co/ygVHw685h4 @2roadsbrewing #BeerMenus,"New York, USA",Wed Mar 27 19:01:38 +0000 2019
511 New York,Cleared: Construction on #NY7 WB from Town of Princetown; Town of Duanesburg Line to Town of Rotterdam; Town of Princetown Line,"New York, USA",Wed Mar 27 19:01:39 +0000 2019
511 New York,Cleared: Construction on #920PRiversideDrive Both directions from NY 5S to Bridge over I-90,"New York, USA",Wed Mar 27 19:01:45 +0000 2019
511NY - Adirondacks,Updated: Construction on #I87Northway NB from Exit 24 - Riverbank to Exit 26; US 9 https://t.co/sbwYO3peqf,"New York, USA",Wed Mar 27 19:01:46 +0000 2019
511NY - Albany,Updated: Construction on #NY7 WB from Town of Princetown; Town of Duanesburg Line to Town of Rotterdam; Town of...https://t.co/aXHTjS11oU,"New York, USA",Wed Mar 27 19:01:46 +0000 2019
511 New York,Cleared: Construction on #I84 WB from Exit 17 (I-84) - Luddingtonville Rd to Exit 16 (I-84) - Taconic Parkway,"New York, USA",Wed Mar 27 19:01:47 +0000 2019
GRI Club Latam,El keynote speaker @wayneberger (@IWG_plc) habla ahora en Latin America GRI 2019 sobre el futuro del sector de real? https://t.co/20OXnWqwKQ,"New York, USA",Wed Mar 27 19:01:51 +0000 2019
Matt Newman,One more day until Yankees baseball is back ????,"New York, USA",Wed Mar 27 19:01:53 +0000 2019
JeanMichel leTennier,Wait...  your time is coming.. then you will understand,"New York, USA",Wed Mar 27 19:01:55 +0000 2019
Dr. Christine Chambers,@austinsaral @children1stca Congrats!,"Ottawa, Ontario",Wed Mar 27 19:02:03 +0000 2019
Charles Wilson,@Jordankamil32 @DevinGriffo LMFAOOOO I remember that shit??,"New York, USA",Wed Mar 27 19:02:08 +0000 2019
BryanJohnson,@dirtnita @sada2timez @KimKardashian ????you funny for that,"New York, USA",Wed Mar 27 19:02:10 +0000 2019
Nathalia Fernandez,???????????????????? @Biaggi4NY,"New York, USA",Wed Mar 27 19:02:36 +0000 2019
Maddy Eisenberg,"Taking time for myself.

#purekitchen #elginstreet @idigelgin @purekitchenott https://t.co/isxtmNeZG8",Pure Kitchen,Wed Mar 27 19:02:42 +0000 2019
GRI Club Latam,El keynote speaker @wayneberger (@IWG_plc) habla ahora en Latin America GRI 2019 sobre el futuro del sector de real? https://t.co/N9pPPZx724,"New York, USA",Wed Mar 27 19:03:08 +0000 2019
NotMyPresident,@bltndvd @EdanClay https://t.co/ZKMKDigGuV,"New York, USA",Wed Mar 27 19:03:11 +0000 2019
Keen Eye,@RitaDevlinM How does a bicycle die exactly? Does old tech truly ever die? ????,"Ottawa, Ontario",Wed Mar 27 19:03:13 +0000 2019
Grant McCagg,@simonsnake70 @MarvelousMart The main dilemma with this is that there is a minimum cap floor of $60M. You have to h? https://t.co/iVPB9zLJBN,"Ottawa, Ontario",Wed Mar 27 19:03:32 +0000 2019
hern?n el andaluz ??????,my mom just yelled at me for having condoms and lube in MY APARTMENT like fine ill just take it raw and dry i guess,"Ottawa, Ontario",Wed Mar 27 19:03:42 +0000 2019
Hi! I'm Penny,@cmclymer This is not the first time I've had this discussion. My ex-wife always did the inverted-front-rotate-tuck? https://t.co/JF280COSNg,"New York, USA",Wed Mar 27 19:03:53 +0000 2019
NotMyPresident,"@bltndvd @EdanClay About that.
Flynn committed a crime (as an example), or several...we know that because he confes? https://t.co/pmYFLr4v8I","New York, USA",Wed Mar 27 19:04:09 +0000 2019
TMJ-ROC Finance Jobs,Looking to score a job at Enterprise Holdings? You're in luck. Click the link in our bio for the job description an? https://t.co/4Oq0lj4Iya,"New York, USA",Wed Mar 27 19:04:10 +0000 2019
Caitlin Rooney,"Honestly offended when I saw that @ChrisEvans wants to be in a musical. Sir, you are already an essentially perfect? https://t.co/Pi1mQVNmiX","New York, USA",Wed Mar 27 19:04:29 +0000 2019
Mike Wright,"@MLB AL MVP: Aaron Judge
AL Cy Young: Jose Berrios
AL RoY: Eloy Jimenez
??????????????????
NL MVP: Nolan Arenado
NL? https://t.co/xUouw6uLti","New York, USA",Wed Mar 27 19:05:08 +0000 2019
charlene carr,@ddtayside @Ailigmac_FE The sky was so bright blue and now hazy all around. ?? Feel like I'm taking crazy pills ??,"New York, USA",Wed Mar 27 19:05:16 +0000 2019
Take Briles.,Already.,"New York, USA",Wed Mar 27 19:06:00 +0000 2019
charlene carr,@KAYLEEBURRIS Scarey ??,"New York, USA",Wed Mar 27 19:06:10 +0000 2019
James Flagler,@Aballintheair She is a disgrace,"New York, USA",Wed Mar 27 19:06:13 +0000 2019
Sam,@aaronjmate @MotherJones @theintercept @democracynow @thenation The Intercept was one of the few bigger sites pushi? https://t.co/MyqPMYw32a,"New York, USA",Wed Mar 27 19:06:24 +0000 2019
CMDR Trium,https://t.co/75KcYpM6sy,"Ottawa, Ontario",Wed Mar 27 19:06:32 +0000 2019
Erin Novo,"@MikeH_PR @ddaengifyuagree Yes, there really are this many genuine @BTS_twt fans who are very excited about? https://t.co/k8uDNKsaUy","Ottawa, Ontario",Wed Mar 27 19:06:37 +0000 2019
Allie MacAlister,@8elephantsdance You. I like you.,"Ottawa, Ontario",Wed Mar 27 19:06:44 +0000 2019
charlene carr,@SkyNews Germs,"New York, USA",Wed Mar 27 19:06:50 +0000 2019
The Highlander Pub,"It is #InternationalWhiskyDay ??

First announced on March 27th 2008 in honour of the late legendary whisky writer,? https://t.co/RqAMS9Sn5p","Ottawa, Ontario",Wed Mar 27 19:07:01 +0000 2019
J?nna Bumm ??Ottawa/Gatineau,Quick question for you guys cause I need help. My parents are Lebanese and Metis. However my 23andMe kit said I'm L? https://t.co/1lQDeS6Bsk,"Ottawa, Ontario",Wed Mar 27 19:07:08 +0000 2019
VIC Radio,todays mood https://t.co/9udBKOcVTH,"New York, USA",Wed Mar 27 19:07:33 +0000 2019
[TPwn]MsJones #DivisionAgent,Wanted to go love at 2pm felt little tired so took a small nap going live soon bathroom break then I should be good? https://t.co/YXc9YrJAfR,"New York, USA",Wed Mar 27 19:07:33 +0000 2019
Syeda Aliya Ahmad,"@OfficialHanzala Hath Katna Chahiyay Iska
Or Phir Us Katay Hovay Hah Ko "" Sar E Aaam"" Latka Dena Chahiyay Takay Poo? https://t.co/qmhyVfTjMU",Canada,Wed Mar 27 19:07:35 +0000 2019
.,@_donttrust1 yes big bro and is that a problem??,"Ottawa, Ontario",Wed Mar 27 19:07:45 +0000 2019
TMJ-MON CstSrv Jobs,"Can you recommend anyone for this #CustomerService job in #Gatineau, QC? Click the link in our bio to see it and mo? https://t.co/GWqjuiXtcf","Gatineau, Qu?bec",Wed Mar 27 19:07:52 +0000 2019
???flashcrewhuz????,@Flash_Katie237 @StephB617 ok credit given,"Ontario, Canada",Wed Mar 27 19:08:03 +0000 2019
Sam,@samsugar74 @aaronjmate @MotherJones @theintercept @democracynow @thenation Apparently @samsugar saw a completely d? https://t.co/xwYUlTItsu,"New York, USA",Wed Mar 27 19:08:04 +0000 2019
Frontier,"Too frustrated with Frontier, I?ll give up. Will have spectrum... #FrontierSucks @FrontierCorp - https://t.co/N4KYAgHWyH","Ottawa, Ontario",Wed Mar 27 19:08:11 +0000 2019
Chef Spidey,@AirPlantGifts Under my deck and in s corner of the yard where there?s a wee pile of wood for him. He?s got a full? https://t.co/xeZbq612G1,"Ottawa, Ontario",Wed Mar 27 19:08:11 +0000 2019
balancedespitechaos,"Hooray for Health Ministers who care!! We appreciate them so much!! Please watch this short video, @GinettePT  and? https://t.co/rNIIvYij7d","Ottawa, Ontario",Wed Mar 27 19:08:16 +0000 2019
A??N??D??R??E??A??S,"When you?re dead inside but you still wanna feel pretty.
.
.
My cat immediately reminded my why I don?t keep live p? https://t.co/l6RTl3X7Np","New York, USA",Wed Mar 27 19:08:17 +0000 2019
Mireille Eagan,The Canada Council Art Bank is heaven on earth. Filled with passionate staff and amazing artworks. Thank you for th? https://t.co/rb0b7CFufw,Canada Council Art Bank,Wed Mar 27 19:08:37 +0000 2019
serena moreverano??,Lighting really makes all the difference for taking decent pictures and I never have good lighting ??,"New York, USA",Wed Mar 27 19:08:40 +0000 2019
WX Ottawa,Wed 15:00: Sunny; Temp 4.9 C; Wind S 16 km/h; Humidity 37%; Press 102.9 kPa / falling. https://t.co/0Hlar1BfcS,"Ottawa, Ontario",Wed Mar 27 19:08:47 +0000 2019
Chef Spidey,@AirPlantGifts He rode around the yard once last year on my shoulder..,"Ottawa, Ontario",Wed Mar 27 19:09:02 +0000 2019
phil,@SoSofieFatale Hahaha!!!,"New York, USA",Wed Mar 27 19:09:19 +0000 2019
Natasha,"Proud Indian #ISRO #MissionShakti

https://t.co/uyoXDD5WEG","Ottawa, Ontario",Wed Mar 27 19:09:19 +0000 2019
Health Care,Reduce your practice management worries with us working for #priorauthorization for #DME services; provide unparall? https://t.co/NUYjWja6wB,"New York, USA",Wed Mar 27 19:09:20 +0000 2019
Grant McCagg,@TPS_Guy Perhaps just explain that the lights all went out for a second.,"Ottawa, Ontario",Wed Mar 27 19:09:22 +0000 2019
? ecjl ?,"Haven?t seen this place in a while... hopefully there?s no snow ?? left when I see it next!

.
.
.
I?ve been stuck? https://t.co/70Y2vQ87qd","Ottawa, Ontario",Wed Mar 27 19:09:33 +0000 2019
#UCLA Grad #Hokie Dad,@TheBigDisco @kaj33 https://t.co/LDJvAuKUZ1,"New York, USA",Wed Mar 27 19:09:36 +0000 2019
TMJ-ROC Cleric. Jobs,"Want to work at Highland Hospital? We're hiring in #Rochester, NY! Click for details: https://t.co/5WrFUxbcg4 #Clerical","New York, USA",Wed Mar 27 19:09:41 +0000 2019
Am?lie Cl?ment,"One last time folks! 

#vote for Geoffrey Lavoie! #playeroftheyear #ccrcanadafanvote #MarchMadness","Ottawa, Ontario",Wed Mar 27 19:09:41 +0000 2019
phil,@TheRynheart @SenatorCollins ??????????,"New York, USA",Wed Mar 27 19:09:57 +0000 2019
Jim Parrillo ??????,"@davidthomvs 46 next week for me....
????????","New York, USA",Wed Mar 27 19:09:59 +0000 2019
"fan account for me, amanda logan",Naw,"Ottawa, Ontario",Wed Mar 27 19:10:43 +0000 2019
Syeda Aliya Ahmad,@Awan_MalikHamza @OfficialHanzala Kuin ? Apko QURAN ki Baat Say INKAR Hay Kiya ??????????????,Canada,Wed Mar 27 19:10:51 +0000 2019
J?nna Bumm ??Ottawa/Gatineau,@kshizzle45 Thank you for the input! Is there a specific reason why?,"Ottawa, Ontario",Wed Mar 27 19:10:51 +0000 2019
Peter Kroth,"@DonnaCupp @NBCNews @NBCOUT It's all about the legal benefits of marriage.
- Probate
- Joint tax filing
- Healthcare proxy","New York, USA",Wed Mar 27 19:11:00 +0000 2019
Shannon Weese,@FINALLEVEL The king of stinkers in this house!!! https://t.co/2D1FjeamF4,"Ottawa, Ontario",Wed Mar 27 19:11:18 +0000 2019
TTN Rochester,Closed due to serious fire in #Rochester on Doran St Both EB/WB between S Plymouth Ave and Exchange St #traffic https://t.co/0wsFrm9588,"New York, USA",Wed Mar 27 19:11:19 +0000 2019
liddo lisse,Can I ask why Concordia is absolutely so disgusting?,Canada,Wed Mar 27 19:11:29 +0000 2019
TMJ-ROC Manuf Jobs,"Can you recommend anyone for this job? Laboratory Technician - https://t.co/ry8xd0CPaX #Manufacturing #Rush, NY","New York, USA",Wed Mar 27 19:11:32 +0000 2019
@NTH?N?,Giants offered the Cards their 2nd round pick for Rosen but they want a 1st. Foh with that shit. If Haskins or Lock? https://t.co/r1eMpvvcHI,"New York, USA",Wed Mar 27 19:11:38 +0000 2019
TrueTrapper,"#naziraus #FaschismusNeinDanke

Victims of Brazil?s #dictatorship have responded with fury after far-right presiden? https://t.co/flY7P6m7JA","Nova Iorque, USA",Wed Mar 27 19:11:51 +0000 2019
alexa,WE NEED TO TAKE IT AND PUSH IT SOMEWHERE ELSE,"New York, USA",Wed Mar 27 19:12:07 +0000 2019
Drew Guild,Something is coming in the wind for our economy...,"New York, USA",Wed Mar 27 19:12:08 +0000 2019
"fan account for me, amanda logan",America plz note the spelling of ?theatre? in this trending hashtag and do better.  #WorldTheatreDay,"Ottawa, Ontario",Wed Mar 27 19:12:23 +0000 2019
Sam,"@NBCSBoston It?s hilarious how teams (1) lose to the Patriots, (2) demand a rule change, (3) think this will hellp? https://t.co/WMfcEo98SY","New York, USA",Wed Mar 27 19:12:23 +0000 2019
Franco Farinaccio,@jwss52 @kinsellawarren @TorontoStar @CBCKatie The longer this goes on the more I realize that people will believe? https://t.co/fy0NDn7XnS,"Ottawa, Ontario",Wed Mar 27 19:12:26 +0000 2019
TTN Rochester,Closed due to serious fire in #Rochester on S Plymouth Av Both NB/SB between Bartlett St and Columbia Ave #traffic https://t.co/0wsFrm9588,"New York, USA",Wed Mar 27 19:12:26 +0000 2019
OttawaSpecialEvents,He is looking so forward to this!!,"Ottawa, Ontario",Wed Mar 27 19:12:43 +0000 2019
Ricardo Emilio Barco,"@Chris_Montz Eso es una excelente buena nueva. Da esperanza, de continuacion........","Nueva York, USA",Wed Mar 27 19:13:00 +0000 2019
UK in Canada ????????,"Just a friendly reminder this Sunday 31 March is #MothersDay in the ????

There?s still time to post your ?? if you ha? https://t.co/5DUTbs9nza","Ottawa, Ontario",Wed Mar 27 19:13:04 +0000 2019
??n?l-?uu?,"So just call if you need me, call if you don't, call If you love me, call if you won't, call me an asshole, call me a fool... just call.",Canada,Wed Mar 27 19:13:07 +0000 2019
Nicole Becker,@MikeZimmersEars @stephietweets @erica_steussie I can only eat toast right now and I?m still disgusted ??,"New York, USA",Wed Mar 27 19:13:09 +0000 2019
Lianne Mandelbaum,Today is a great day for many reasons- the topic of food allergy and flying is on a lot of tweeps radar- and for th? https://t.co/qiHPu7GcIv,"New York, USA",Wed Mar 27 19:13:11 +0000 2019
charlene carr,@JillWineBanks @POLITICOMag Hell NO,"New York, USA",Wed Mar 27 19:13:13 +0000 2019
Davy,@Manirakiza @NuNuWako OMG yeah they eat cake there!,"Gatineau, Qu?bec",Wed Mar 27 19:13:16 +0000 2019
Melanie,I?ve extended my hours till 7pm today ! ?? Only @TheBrassClub ?? https://t.co/rlqzepTWxI,"Ottawa, Ontario",Wed Mar 27 19:13:21 +0000 2019
Syeda Aliya Ahmad,"@akafridi4 @OfficialHanzala To Theek hay Katay
Bz this is what is NEEDED !!
Do what Allah says ...ok
This whole HAR? https://t.co/GtaZrOf2Qh",Canada,Wed Mar 27 19:13:30 +0000 2019
Ms. Respex is Spexy ????,"@DiscoGeesus there is a point where it gets very, very hard for me not to be like ""GIVE ME YOUR MONEY, THIS IS A STICKUP""","New York, USA",Wed Mar 27 19:13:36 +0000 2019
charlene carr,@JillWineBanks @POLITICOMag Barr pushed Mueller out,"New York, USA",Wed Mar 27 19:13:37 +0000 2019
Sam,"@ralvarez617 Every year, opponents (1) lose to the Patriots, (2) demand a rule change, (3) think this will help the? https://t.co/O1t9Tjx0j5","New York, USA",Wed Mar 27 19:13:47 +0000 2019
Jim Parrillo ??????,@notcapnamerica @staceyabrams https://t.co/jnvDHIX8gN,"New York, USA",Wed Mar 27 19:13:49 +0000 2019
????,so does anyone wanna come see lil tracy w me,"Ottawa, Ontario",Wed Mar 27 19:14:06 +0000 2019
Finch,"Only I would smoke in front of the state capital lol ???????????? @ Albany, New York https://t.co/QQe1gGp8jc","New York, USA",Wed Mar 27 19:14:15 +0000 2019
Chris Vella,"@RyanJohansen19 Hi Ryan, I also suffered from compartment syndrome in my thigh from a hockey injury and I am doing? https://t.co/Nw8Sq0mSrf","New York, USA",Wed Mar 27 19:14:16 +0000 2019
Ed Garcia,".: Morning Solitude :.  In a city with approximately 1.6 million people, it is hard to believe that I was all alone? https://t.co/lfqHqdG5qH","New York, USA",Wed Mar 27 19:14:24 +0000 2019
Larry stonebridge,@seanhannity https://t.co/5zSBrMsq3g,"Ottawa, Ontario",Wed Mar 27 19:14:29 +0000 2019
Sam,@samsugar74 @aaronjmate @MotherJones @theintercept @democracynow @thenation Russiagate dead-enders be like: https://t.co/Hk1wp9abRU,"New York, USA",Wed Mar 27 19:14:41 +0000 2019
Calvin Wehinger,How about a little funniness. Dance moms comics #comedy #laugh #smirk #humorous https://t.co/vMrSYwoHc6,Canada,Wed Mar 27 19:14:46 +0000 2019
Franco Farinaccio,"@iconovoxx You're just jealous because you don't qualify as The Seventh. You don't know the drill, the ups, the dow? https://t.co/AYHSa21k1O","Ottawa, Ontario",Wed Mar 27 19:14:51 +0000 2019
Larry stonebridge,@seanhannity https://t.co/QAHrBtxNWO,"Ottawa, Ontario",Wed Mar 27 19:15:06 +0000 2019
Syeda Aliya Ahmad,"@Awan_MalikHamza @OfficialHanzala Then submit yourself to the scriptural orders ok 
Unless you Yourself have skeletons in your closets !!!??",Canada,Wed Mar 27 19:15:17 +0000 2019
andrew cardozo,@HabDomination I have long been @Puglaas supporter. Refuse to believe that she would want an anti-Indigenous rights? https://t.co/KlotHcU9Tm,"Ottawa, Ontario",Wed Mar 27 19:15:25 +0000 2019
Bug Jar Shows,"Tonight @ 8:00pm
????????

?
?
#rochestermetalbooking #metal #heavymetal #roc #events #livemusic #nightlife #newmusic? https://t.co/NbCUr3HVCa","New York, USA",Wed Mar 27 19:15:31 +0000 2019
Jacqui Du Toit,"Hello Theatre lovers????
Today is World theater day and what better way to celebrate this glorious day than to join? https://t.co/yVSn6rnUEk","Ottawa, Ontario",Wed Mar 27 19:15:32 +0000 2019
